epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,lr
1,0.9983027556846882,1.0344601539244134,0.6856763925729443,0.6807228915662651,0.8065586544617918,0.8092611409493395,0.001
2,1.4433255643047769,1.5019043569105217,0.6346153846153846,0.6566265060240963,0.8017302943100987,0.8006967629554362,0.001
3,0.6018825641361408,0.6431933472673577,0.746684350132626,0.7168674698795181,0.8308578826277536,0.795761358687763,0.001
4,0.7483600940090908,0.8026653373815927,0.7108753315649867,0.6987951807228916,0.8299010054246495,0.792277543910582,0.001
5,0.8773606304148464,0.860490204340004,0.5125994694960212,0.536144578313253,0.8263039210857742,0.8153578168094063,0.001
6,0.7780707801052367,0.8159736495420157,0.5848806366047745,0.5903614457831325,0.8276090734473612,0.7841486427638265,0.001
7,1.5300908076035882,1.5875091954886196,0.6405835543766578,0.6566265060240963,0.8310452124478467,0.8022935113949775,0.0005
8,0.6307466066484426,0.6552450017756727,0.7354111405835544,0.7289156626506024,0.8444441317394762,0.8210190158223255,0.0005
9,0.6918883453313489,0.6920572706015713,0.6816976127320955,0.6626506024096386,0.8404776646567554,0.8144868631151111,0.0005
10,0.5045417353550382,0.5519910641463406,0.7990716180371353,0.7650602409638554,0.8627021930781191,0.8062128030193062,0.00025
11,0.6496520063763271,0.7066982539303331,0.6836870026525199,0.6204819277108434,0.8637734030352706,0.8049063724778632,0.00025
12,0.9403676593809609,1.0325211022632668,0.6909814323607427,0.6987951807228916,0.8665059558570032,0.7999709682101901,0.00025
13,0.48959698241490585,0.5404879529792143,0.8083554376657824,0.7590361445783133,0.8691716679917539,0.8189867905356365,0.00025
14,1.260604075949135,1.3425447682300247,0.6923076923076923,0.7108433734939759,0.8585580704852633,0.8240673537523588,0.00025
15,1.1868731580299154,1.26878427022911,0.5643236074270557,0.5421686746987951,0.866424163963723,0.8092611409493395,0.00025
16,4.385514838625961,4.557077591677746,0.5,0.5,0.854992647524432,0.8027289882421251,0.00025
17,0.45251718819615694,0.541470878095512,0.8249336870026526,0.7710843373493976,0.8902229664600468,0.8258092611409493,0.000125
18,0.4469724590013135,0.5680703791868256,0.8255968169761273,0.7289156626506024,0.8929634346262902,0.8166642473508492,0.000125
19,1.5912942842083837,1.7903702115438072,0.5477453580901857,0.5240963855421686,0.8790060438052756,0.7797938742923501,0.000125
20,0.440892180492138,0.5870647812823215,0.8149867374005305,0.7650602409638554,0.9132548600215296,0.8118740020322253,6.25e-05
21,0.4622487578373056,0.6281211580856737,0.8269230769230769,0.7289156626506024,0.9150208613302001,0.82203512846567,6.25e-05
22,0.38727707156926316,0.5561790128788316,0.850132625994695,0.7650602409638554,0.9241850713084593,0.8233415590071128,6.25e-05
23,0.38543942013375004,0.5693599226244961,0.8408488063660478,0.7771084337349398,0.9333756657684216,0.8255189432428509,3.125e-05
24,0.36162414411651045,0.5762233522283026,0.8687002652519894,0.7469879518072289,0.9371328159629633,0.8246479895485557,3.125e-05
25,0.3867163027708347,0.6357181802930603,0.8428381962864722,0.7650602409638554,0.9379137966213792,0.8111482072869792,3.125e-05
26,0.3581391587181496,0.5975946683481516,0.850132625994695,0.7771084337349398,0.9425873678137466,0.8256641021919001,1.5625e-05
27,0.34393076116431615,0.6112275385713003,0.8773209549071618,0.7530120481927711,0.9455054914901251,0.8160836115546524,1.5625e-05
28,0.3404094400156082,0.5895515409219696,0.8693633952254642,0.7409638554216867,0.9498061620077536,0.8208738568732762,1.5625e-05
29,0.36412891247544427,0.6199742907501129,0.850132625994695,0.7831325301204819,0.9496847933919186,0.8240673537523588,7.8125e-06
30,0.3300228823638405,0.6003190900187895,0.886604774535809,0.7409638554216867,0.9506258399060009,0.8204383800261286,7.8125e-06
