epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,lr
1,0.7856950162260222,0.7857613664075552,0.5159151193633952,0.5180722891566265,0.8065384263591526,0.7941646102482218,0.001
2,0.568631478108525,0.5346507422895317,0.7049071618037135,0.7409638554216867,0.7969467877773009,0.8268253737842939,0.001
3,1.2997268694465294,1.3014407459511814,0.5,0.5,0.7557562144249238,0.737988096966178,0.001
4,0.8598958079157204,0.8498577726892678,0.5019893899204244,0.5060240963855421,0.8401768815653387,0.8565829583393817,0.001
5,0.540922448869093,0.5527981756681419,0.7513262599469496,0.7469879518072289,0.8478565247064287,0.8262447379880969,0.001
6,0.6358140261166925,0.6572597820356668,0.7214854111405835,0.7409638554216867,0.864971258504598,0.8501959645812165,0.0005
7,0.9290963727536189,0.9322135800338653,0.6690981432360743,0.6867469879518072,0.8550392601087744,0.834518798083902,0.0005
8,0.559067964553833,0.5503099402749395,0.6744031830238727,0.6807228915662651,0.8626810854927566,0.8628247931484976,0.0005
9,0.6996290519319731,0.703746477523482,0.5709549071618037,0.5662650602409639,0.877751901441648,0.8636957468427928,0.00025
10,0.47780627083398935,0.5007237759699305,0.7539787798408488,0.7289156626506024,0.8877551379380704,0.8616635215561039,0.00025
11,0.39985605663266677,0.4324114179036703,0.8229442970822282,0.8132530120481928,0.8969386965362453,0.8663086079256787,0.00025
12,1.2275993948906108,1.2158831515944148,0.5019893899204244,0.5,0.8718118751275251,0.8326317317462623,0.00025
13,0.44796909644844046,0.47703364132398585,0.786472148541114,0.7168674698795181,0.897978245115353,0.8568732762374801,0.00025
14,0.44057856472480833,0.5111534200518965,0.8183023872679045,0.8012048192771084,0.9016896622082756,0.8541152562055451,0.00025
15,0.5106654531206313,0.6589108436222536,0.8083554376657824,0.7771084337349398,0.931616700321539,0.8695021048047613,0.000125
16,0.47948054799350565,0.6488672882677561,0.8103448275862069,0.7710843373493976,0.9436075677729387,0.8764697343591232,0.000125
17,0.3746682569898408,0.5384729576398091,0.8428381962864722,0.7891566265060241,0.9533592722104567,0.8715343300914502,0.000125
18,0.32487618804610374,0.6159857152456261,0.8494694960212201,0.6807228915662651,0.9783893505195983,0.8510669182755117,6.25e-05
19,0.8612986364320355,1.6353935042777694,0.7519893899204244,0.7228915662650602,0.9848377178478706,0.8384380897082304,6.25e-05
20,0.1535993214074117,0.7669289291623127,0.9356763925729443,0.7831325301204819,0.9948884464113588,0.8284221222238352,6.25e-05
21,0.04885941733228196,0.955507875925087,0.9874005305039788,0.6927710843373494,0.9999929641382125,0.794309769197271,3.125e-05
22,0.04275106748847651,0.9488819421055805,0.9927055702917772,0.6987951807228916,0.9999982410345531,0.8038902598345188,3.125e-05
23,0.02214244967795889,1.1775250161986752,0.9980106100795756,0.7289156626506024,0.9999630617256156,0.7760197416170707,3.125e-05
24,0.008488902806079593,1.0431813540228878,1.0,0.7409638554216867,1.0,0.8118740020322253,1.5625e-05
25,0.012546593369669047,1.3804823684405132,0.9993368700265252,0.7891566265060241,1.0,0.8202932210770794,1.5625e-05
26,0.005152380835655237,1.1041884824454067,1.0,0.7168674698795181,1.0,0.8054870082740601,1.5625e-05
27,0.004868768610119503,1.0503826888210803,1.0,0.7168674698795181,1.0,0.8111482072869792,7.8125e-06
28,0.002770005804066613,1.1440797347620308,1.0,0.7409638554216867,1.0,0.8086805051531427,7.8125e-06
29,0.0025157968004775144,1.1012870532920562,1.0,0.7409638554216867,1.0,0.8153578168094063,7.8125e-06
30,0.002482059823018091,1.1689154591905064,1.0,0.7590361445783133,1.0,0.8074466540862244,3.90625e-06
31,0.0021003285547673937,1.2187571539936295,1.0,0.7349397590361446,1.0,0.8047612135288141,3.90625e-06
32,0.002054018252566259,1.209794509841735,1.0,0.7349397590361446,1.0,0.8046160545797648,3.90625e-06
33,0.0019087614960948732,1.2004184162760356,1.0,0.7289156626506024,1.0,0.8085353462040935,1.953125e-06
34,0.00267222680772756,1.2100123511739524,1.0,0.7168674698795181,1.0,0.8108578893888809,1.953125e-06
35,0.0015754842477917316,1.2052994068846645,1.0,0.7530120481927711,1.0,0.8127449557265206,1.953125e-06
36,0.0017303092913474858,1.22273389115391,1.0,0.7650602409638554,1.0,0.8155029757584555,9.765625e-07
37,0.0015242516272516047,1.2031018087662846,1.0,0.7530120481927711,1.0,0.8120191609812746,9.765625e-07
38,0.0021361608323159404,1.233178069792598,1.0,0.7228915662650602,1.0,0.8065757003919292,9.765625e-07
39,0.0017894621174510776,1.2194339597081563,1.0,0.7289156626506024,1.0,0.81100304833793,4.8828125e-07
